sigma_max_MPa,a_mm,N_cycles,dK_MPa_sqrt_m,dadN_m_per_cyc
80,16.76750,267624.645,29.6491,2.606364e-07
80,16.77875,267667.808,29.6743,2.613018e-07
80,16.79000,267710.862,29.6995,2.619688e-07
80,16.80125,267753.806,29.7248,2.626376e-07
80,16.81250,267796.641,29.7501,2.633081e-07
80,16.82375,267839.366,29.7754,2.639804e-07
80,16.83500,267881.983,29.8007,2.646544e-07
80,16.84625,267924.491,29.8260,2.653301e-07
80,16.85750,267966.891,29.8514,2.660076e-07
80,16.86875,268009.183,29.8768,2.666868e-07
80,16.88000,268051.368,29.9022,2.673679e-07
80,16.89125,268093.445,29.9276,2.680506e-07
80,16.90250,268135.414,29.9531,2.687352e-07
80,16.91375,268177.277,29.9786,2.694215e-07
80,16.92500,268219.033,30.0041,2.701096e-07
80,16.93625,268260.683,30.0296,2.707995e-07
80,16.94750,268302.227,30.0551,2.714912e-07
80,16.95875,268343.664,30.0807,2.721847e-07
80,16.97000,268384.997,30.1063,2.728800e-07
80,16.98125,268426.224,30.1319,2.735771e-07
80,16.99250,268467.345,30.1575,2.742760e-07
80,17.00375,268508.362,30.1832,2.749767e-07
80,17.01500,268549.275,30.2089,2.756793e-07
80,17.02625,268590.083,30.2346,2.763837e-07
80,17.03750,268630.788,30.2603,2.770899e-07
80,17.04875,268671.388,30.2861,2.777979e-07
80,17.06000,268711.885,30.3119,2.785078e-07
80,17.07125,268752.279,30.3377,2.792196e-07
80,17.08250,268792.570,30.3635,2.799332e-07
80,17.09375,268832.758,30.3893,2.806486e-07
80,17.10500,268872.844,30.4152,2.813660e-07
80,17.11625,268912.827,30.4411,2.820852e-07
80,17.12750,268952.709,30.4670,2.828062e-07
80,17.13875,268992.489,30.4929,2.835292e-07
80,17.15000,269032.167,30.5189,2.842540e-07
80,17.16125,269071.745,30.5449,2.849808e-07
80,17.17250,269111.221,30.5709,2.857094e-07
80,17.18375,269150.597,30.5969,2.864400e-07
80,17.19500,269189.872,30.6230,2.871724e-07
80,17.20625,269229.047,30.6491,2.879068e-07
80,17.21750,269268.122,30.6752,2.886431e-07
80,17.22875,269307.097,30.7013,2.893813e-07
80,17.24000,269345.974,30.7275,2.901214e-07
80,17.25125,269384.750,30.7536,2.908635e-07
80,17.26250,269423.428,30.7798,2.916075e-07
80,17.27375,269462.008,30.8061,2.923535e-07
80,17.28500,269500.488,30.8323,2.931014e-07
80,17.29625,269538.871,30.8586,2.938513e-07
80,17.30750,269577.156,30.8849,2.946031e-07
80,17.31875,269615.343,30.9112,2.953569e-07
80,17.33000,269653.432,30.9375,2.961127e-07
80,17.34125,269691.424,30.9639,2.968705e-07
80,17.35250,269729.320,30.9903,2.976303e-07
80,17.36375,269767.118,31.0167,2.983920e-07
80,17.37500,269804.820,31.0432,2.991558e-07
80,17.38625,269842.426,31.0696,2.999216e-07
80,17.39750,269879.936,31.0961,3.006893e-07
80,17.40875,269917.350,31.1226,3.014591e-07
80,17.42000,269954.669,31.1492,3.022309e-07
80,17.43125,269991.892,31.1757,3.030048e-07
80,17.44250,270029.020,31.2023,3.037806e-07
80,17.45375,270066.053,31.2289,3.045586e-07
80,17.46500,270102.992,31.2556,3.053385e-07
80,17.47625,270139.836,31.2822,3.061205e-07
80,17.48750,270176.586,31.3089,3.069046e-07
80,17.49875,270213.243,31.3356,3.076907e-07
80,17.51000,270249.806,31.3623,3.084789e-07
80,17.52125,270286.275,31.3891,3.092692e-07
80,17.53250,270322.651,31.4159,3.100616e-07
80,17.54375,270358.934,31.4427,3.108560e-07
80,17.55500,270395.124,31.4695,3.116526e-07
80,17.56625,270431.222,31.4964,3.124512e-07
80,17.57750,270467.228,31.5233,3.132520e-07
80,17.58875,270503.141,31.5502,3.140548e-07
80,17.60000,270538.963,31.5771,3.148598e-07
80,17.61125,270574.693,31.6041,3.156669e-07
80,17.62250,270610.332,31.6311,3.164762e-07
80,17.63375,270645.880,31.6581,3.172875e-07
80,17.64500,270681.337,31.6851,3.181010e-07
80,17.65625,270716.703,31.7122,3.189167e-07
80,17.66750,270751.979,31.7392,3.197345e-07
80,17.67875,270787.164,31.7663,3.205545e-07
80,17.69000,270822.259,31.7935,3.213767e-07
80,17.70125,270857.265,31.8206,3.222010e-07
80,17.71250,270892.181,31.8478,3.230275e-07
80,17.72375,270927.008,31.8750,3.238562e-07
80,17.73500,270961.746,31.9023,3.246871e-07
80,17.74625,270996.394,31.9295,3.255202e-07
80,17.75750,271030.954,31.9568,3.263555e-07
80,17.76875,271065.426,31.9841,3.271930e-07
80,17.78000,271099.809,32.0115,3.280327e-07
80,17.79125,271134.105,32.0388,3.288747e-07
80,17.80250,271168.312,32.0662,3.297189e-07
80,17.81375,271202.432,32.0936,3.305653e-07
80,17.82500,271236.465,32.1211,3.314140e-07
80,17.83625,271270.410,32.1486,3.322649e-07
80,17.84750,271304.269,32.1761,3.331181e-07
80,17.85875,271338.041,32.2036,3.339736e-07
80,17.87000,271371.726,32.2311,3.348313e-07
80,17.88125,271405.325,32.2587,3.356913e-07
80,17.89250,271438.838,32.2863,3.365536e-07
80,17.90375,271472.265,32.3139,3.374182e-07
80,17.91500,271505.606,32.3416,3.382850e-07
80,17.92625,271538.862,32.3692,3.391542e-07
80,17.93750,271572.033,32.3969,3.400257e-07
80,17.94875,271605.119,32.4247,3.408995e-07
80,17.96000,271638.120,32.4524,3.417757e-07
80,17.97125,271671.036,32.4802,3.426542e-07
80,17.98250,271703.868,32.5080,3.435350e-07
80,17.99375,271736.616,32.5358,3.444182e-07
80,18.00500,271769.280,32.5637,3.453037e-07
80,18.01625,271801.860,32.5916,3.461915e-07
80,18.02750,271834.356,32.6195,3.470818e-07
80,18.03875,271866.769,32.6474,3.479744e-07
80,18.05000,271899.099,32.6754,3.488694e-07
80,18.06125,271931.346,32.7034,3.497668e-07
80,18.07250,271963.510,32.7314,3.506666e-07
80,18.08375,271995.592,32.7595,3.515688e-07
80,18.09500,272027.592,32.7875,3.524734e-07
80,18.10625,272059.509,32.8156,3.533804e-07
80,18.11750,272091.344,32.8438,3.542898e-07
80,18.12875,272123.098,32.8719,3.552017e-07
80,18.14000,272154.770,32.9001,3.561160e-07
80,18.15125,272186.361,32.9283,3.570328e-07
80,18.16250,272217.871,32.9565,3.579520e-07
80,18.17375,272249.299,32.9848,3.588736e-07
80,18.18500,272280.648,33.0131,3.597978e-07
80,18.19625,272311.915,33.0414,3.607244e-07
80,18.20750,272343.102,33.0697,3.616534e-07
80,18.21875,272374.209,33.0981,3.625850e-07
80,18.23000,272405.237,33.1265,3.635191e-07
80,18.24125,272436.184,33.1549,3.644557e-07
80,18.25250,272467.052,33.1834,3.653948e-07
80,18.26375,272497.841,33.2119,3.663364e-07
80,18.27500,272528.550,33.2404,3.672805e-07
80,18.28625,272559.181,33.2689,3.682272e-07
80,18.29750,272589.733,33.2975,3.691764e-07
80,18.30875,272620.206,33.3261,3.701281e-07
80,18.32000,272650.601,33.3547,3.710824e-07
80,18.33125,272680.917,33.3833,3.720393e-07
80,18.34250,272711.156,33.4120,3.729987e-07
80,18.35375,272741.317,33.4407,3.739608e-07
80,18.36500,272771.400,33.4694,3.749254e-07
80,18.37625,272801.406,33.4982,3.758926e-07
80,18.38750,272831.335,33.5270,3.768624e-07
80,18.39875,272861.187,33.5558,3.778348e-07
80,18.41000,272890.962,33.5846,3.788098e-07
80,18.42125,272920.660,33.6135,3.797875e-07
80,18.43250,272950.282,33.6424,3.807678e-07
80,18.44375,272979.828,33.6713,3.817507e-07
80,18.45500,273009.297,33.7003,3.827363e-07
80,18.46625,273038.691,33.7292,3.837245e-07
80,18.47750,273068.009,33.7582,3.847154e-07
80,18.48875,273097.251,33.7873,3.857090e-07
80,18.50000,273126.418,33.8163,3.867053e-07
80,18.51125,273155.510,33.8454,3.877042e-07
80,18.52250,273184.527,33.8746,3.887058e-07
80,18.53375,273213.469,33.9037,3.897102e-07
80,18.54500,273242.337,33.9329,3.907172e-07
80,18.55625,273271.130,33.9621,3.917270e-07
80,18.56750,273299.849,33.9913,3.927395e-07
80,18.57875,273328.494,34.0206,3.937548e-07
80,18.59000,273357.065,34.0499,3.947727e-07
80,18.60125,273385.562,34.0792,3.957935e-07
80,18.61250,273413.986,34.1086,3.968170e-07
80,18.62375,273442.337,34.1379,3.978432e-07
80,18.63500,273470.614,34.1673,3.988723e-07
80,18.64625,273498.819,34.1968,3.999041e-07
80,18.65750,273526.951,34.2263,4.009387e-07
80,18.66875,273555.010,34.2557,4.019762e-07
80,18.68000,273582.996,34.2853,4.030164e-07
80,18.69125,273610.911,34.3148,4.040595e-07
80,18.70250,273638.753,34.3444,4.051053e-07
80,18.71375,273666.524,34.3740,4.061541e-07
80,18.72500,273694.223,34.4037,4.072056e-07
80,18.73625,273721.850,34.4333,4.082600e-07
80,18.74750,273749.406,34.4630,4.093173e-07
80,18.75875,273776.891,34.4928,4.103775e-07
80,18.77000,273804.305,34.5225,4.114405e-07
80,18.78125,273831.648,34.5523,4.125064e-07
80,18.79250,273858.920,34.5821,4.135752e-07
80,18.80375,273886.122,34.6120,4.146469e-07
80,18.81500,273913.253,34.6418,4.157216e-07
80,18.82625,273940.315,34.6717,4.167991e-07
80,18.83750,273967.306,34.7017,4.178796e-07
80,18.84875,273994.228,34.7316,4.189630e-07
80,18.86000,274021.080,34.7616,4.200494e-07
80,18.87125,274047.862,34.7917,4.211387e-07
80,18.88250,274074.576,34.8217,4.222310e-07
80,18.89375,274101.220,34.8518,4.233263e-07
80,18.90500,274127.795,34.8819,4.244245e-07
80,18.91625,274154.301,34.9120,4.255258e-07
80,18.92750,274180.739,34.9422,4.266300e-07
80,18.93875,274207.109,34.9724,4.277373e-07
80,18.95000,274233.410,35.0027,4.288476e-07
80,18.96125,274259.643,35.0329,4.299609e-07
80,18.97250,274285.808,35.0632,4.310772e-07
80,18.98375,274311.906,35.0935,4.321966e-07
80,18.99500,274337.935,35.1239,4.333191e-07
80,19.00625,274363.898,35.1543,4.344446e-07
80,19.01750,274389.793,35.1847,4.355732e-07
80,19.02875,274415.621,35.2151,4.367049e-07
80,19.04000,274441.382,35.2456,4.378396e-07
80,19.05125,274467.076,35.2761,4.389775e-07
80,19.06250,274492.704,35.3067,4.401185e-07
80,19.07375,274518.265,35.3372,4.412626e-07
80,19.08500,274543.760,35.3678,4.424098e-07
80,19.09625,274569.189,35.3984,4.435602e-07
80,19.10750,274594.552,35.4291,4.447137e-07
80,19.11875,274619.850,35.4598,4.458704e-07
80,19.13000,274645.081,35.4905,4.470302e-07
80,19.14125,274670.247,35.5213,4.481933e-07
80,19.15250,274695.348,35.5520,4.493595e-07
80,19.16375,274720.384,35.5829,4.505289e-07
80,19.17500,274745.354,35.6137,4.517015e-07
80,19.18625,274770.260,35.6446,4.528774e-07
80,19.19750,274795.101,35.6755,4.540564e-07
80,19.20875,274819.878,35.7064,4.552387e-07
80,19.22000,274844.590,35.7374,4.564243e-07
80,19.23125,274869.238,35.7684,4.576131e-07
80,19.24250,274893.822,35.7994,4.588052e-07
80,19.25375,274918.343,35.8305,4.600005e-07
80,19.26500,274942.799,35.8616,4.611992e-07
80,19.27625,274967.192,35.8927,4.624011e-07
80,19.28750,274991.522,35.9239,4.636063e-07
80,19.29875,275015.788,35.9551,4.648149e-07
80,19.31000,275039.991,35.9863,4.660267e-07
80,19.32125,275064.131,36.0175,4.672419e-07
80,19.33250,275088.209,36.0488,4.684605e-07
80,19.34375,275112.224,36.0801,4.696824e-07
80,19.35500,275136.176,36.1115,4.709077e-07
80,19.36625,275160.066,36.1429,4.721363e-07
80,19.37750,275183.894,36.1743,4.733684e-07
80,19.38875,275207.660,36.2057,4.746038e-07
80,19.40000,275231.364,36.2372,4.758426e-07
80,19.41125,275255.006,36.2687,4.770849e-07
80,19.42250,275278.587,36.3002,4.783306e-07
80,19.43375,275302.106,36.3318,4.795797e-07
80,19.44500,275325.564,36.3634,4.808323e-07
80,19.45625,275348.961,36.3950,4.820883e-07
80,19.46750,275372.297,36.4267,4.833478e-07
80,19.47875,275395.572,36.4584,4.846108e-07
80,19.49000,275418.787,36.4901,4.858773e-07
80,19.50125,275441.941,36.5219,4.871472e-07
80,19.51250,275465.034,36.5537,4.884207e-07
80,19.52375,275488.068,36.5855,4.896977e-07
80,19.53500,275511.041,36.6174,4.909783e-07
80,19.54625,275533.954,36.6493,4.922624e-07
80,19.55750,275556.808,36.6812,4.935500e-07
80,19.56875,275579.602,36.7132,4.948412e-07
80,19.58000,275602.337,36.7452,4.961360e-07
80,19.59125,275625.012,36.7772,4.974343e-07
80,19.60250,275647.628,36.8093,4.987363e-07
80,19.61375,275670.185,36.8413,5.000419e-07
80,19.62500,275692.683,36.8735,5.013511e-07
80,19.63625,275715.122,36.9056,5.026639e-07
80,19.64750,275737.503,36.9378,5.039804e-07
80,19.65875,275759.825,36.9700,5.053005e-07
80,19.67000,275782.089,37.0023,5.066243e-07
80,19.68125,275804.295,37.0346,5.079517e-07
80,19.69250,275826.443,37.0669,5.092829e-07
80,19.70375,275848.533,37.0993,5.106177e-07
80,19.71500,275870.565,37.1317,5.119563e-07
80,19.72625,275892.540,37.1641,5.132985e-07
80,19.73750,275914.457,37.1965,5.146445e-07
80,19.74875,275936.316,37.2290,5.159943e-07
80,19.76000,275958.119,37.2615,5.173478e-07
80,19.77125,275979.865,37.2941,5.187051e-07
80,19.78250,276001.553,37.3267,5.200661e-07
80,19.79375,276023.185,37.3593,5.214309e-07
80,19.80500,276044.760,37.3920,5.227996e-07
80,19.81625,276066.279,37.4247,5.241720e-07
80,19.82750,276087.741,37.4574,5.255483e-07
80,19.83875,276109.148,37.4902,5.269284e-07
80,19.85000,276130.498,37.5229,5.283124e-07
80,19.86125,276151.792,37.5558,5.297002e-07
80,19.87250,276173.030,37.5886,5.310919e-07
80,19.88375,276194.213,37.6215,5.324874e-07
80,19.89500,276215.340,37.6545,5.338869e-07
80,19.90625,276236.412,37.6874,5.352903e-07
80,19.91750,276257.429,37.7204,5.366976e-07
80,19.92875,276278.391,37.7535,5.381088e-07
80,19.94000,276299.297,37.7865,5.395239e-07
80,19.95125,276320.149,37.8196,5.409431e-07
80,19.96250,276340.946,37.8528,5.423661e-07
80,19.97375,276361.688,37.8859,5.437932e-07
80,19.98500,276382.376,37.9191,5.452243e-07
80,19.99625,276403.010,37.9524,5.466593e-07
80,20.00750,276423.590,37.9856,5.480984e-07
80,20.01875,276444.115,38.0190,5.495415e-07
80,20.03000,276464.587,38.0523,5.509886e-07
80,20.04125,276485.004,38.0857,5.524398e-07
80,20.05250,276505.369,38.1191,5.538951e-07
80,20.06375,276525.679,38.1525,5.553544e-07
80,20.07500,276545.937,38.1860,5.568178e-07
80,20.08625,276566.141,38.2195,5.582854e-07
80,20.09750,276586.292,38.2531,5.597570e-07
80,20.10875,276606.390,38.2867,5.612328e-07
80,20.12000,276626.435,38.3203,5.627127e-07
80,20.13125,276646.427,38.3540,5.641968e-07
80,20.14250,276666.367,38.3877,5.656850e-07
80,20.15375,276686.255,38.4214,5.671774e-07
80,20.16500,276706.090,38.4551,5.686740e-07
80,20.17625,276725.873,38.4889,5.701749e-07
80,20.18750,276745.603,38.5228,5.716799e-07
80,20.19875,276765.282,38.5567,5.731891e-07
80,20.21000,276784.909,38.5906,5.747026e-07
80,20.22125,276804.485,38.6245,5.762204e-07
80,20.23250,276824.008,38.6585,5.777424e-07
80,20.24375,276843.481,38.6925,5.792688e-07
80,20.25500,276862.902,38.7265,5.807994e-07
80,20.26625,276882.272,38.7606,5.823343e-07
80,20.27750,276901.590,38.7947,5.838735e-07
80,20.28875,276920.858,38.8289,5.854171e-07
80,20.30000,276940.075,38.8631,5.869650e-07
80,20.31125,276959.242,38.8973,5.885173e-07
80,20.32250,276978.358,38.9316,5.900740e-07
80,20.33375,276997.423,38.9659,5.916350e-07
80,20.34500,277016.438,39.0002,5.932005e-07
80,20.35625,277035.403,39.0346,5.947704e-07
80,20.36750,277054.318,39.0690,5.963447e-07
80,20.37875,277073.183,39.1035,5.979234e-07
80,20.39000,277091.998,39.1379,5.995067e-07
80,20.40125,277110.763,39.1725,6.010943e-07
80,20.41250,277129.479,39.2070,6.026865e-07
80,20.42375,277148.146,39.2416,6.042832e-07
80,20.43500,277166.763,39.2762,6.058844e-07
80,20.44625,277185.331,39.3109,6.074901e-07
80,20.45750,277203.849,39.3456,6.091003e-07
80,20.46875,277222.319,39.3803,6.107151e-07
80,20.48000,277240.740,39.4151,6.123345e-07
80,20.49125,277259.113,39.4499,6.139585e-07
80,20.50250,277277.436,39.4848,6.155870e-07
80,20.51375,277295.712,39.5197,6.172202e-07
80,20.52500,277313.938,39.5546,6.188580e-07
80,20.53625,277332.117,39.5896,6.205004e-07
80,20.54750,277350.248,39.6246,6.221475e-07
80,20.55875,277368.330,39.6596,6.237993e-07
80,20.57000,277386.365,39.6947,6.254557e-07
80,20.58125,277404.352,39.7298,6.271169e-07
80,20.59250,277422.291,39.7649,6.287827e-07
80,20.60375,277440.183,39.8001,6.304533e-07
80,20.61500,277458.027,39.8353,6.321286e-07
80,20.62625,277475.824,39.8706,6.338087e-07
80,20.63750,277493.574,39.9059,6.354936e-07
80,20.64875,277511.277,39.9412,6.371832e-07
80,20.66000,277528.932,39.9766,6.388777e-07
80,20.67125,277546.541,40.0120,6.405769e-07
80,20.68250,277564.104,40.0475,6.422810e-07
80,20.69375,277581.619,40.0830,6.439900e-07
80,20.70500,277599.089,40.1185,6.457038e-07
80,20.71625,277616.511,40.1540,6.474224e-07
80,20.72750,277633.888,40.1896,6.491460e-07
80,20.73875,277651.219,40.2253,6.508745e-07
80,20.75000,277668.503,40.2610,6.526079e-07
80,20.76125,277685.742,40.2967,6.543462e-07
80,20.77250,277702.934,40.3324,6.560895e-07
80,20.78375,277720.081,40.3682,6.578377e-07
80,20.79500,277737.183,40.4041,6.595910e-07
80,20.80625,277754.239,40.4399,6.613492e-07
80,20.81750,277771.249,40.4758,6.631125e-07
80,20.82875,277788.215,40.5118,6.648808e-07
80,20.84000,277805.135,40.5478,6.666541e-07
80,20.85125,277822.011,40.5838,6.684325e-07
80,20.86250,277838.841,40.6198,6.702159e-07
80,20.87375,277855.627,40.6559,6.720045e-07
80,20.88500,277872.368,40.6921,6.737982e-07
80,20.89625,277889.064,40.7283,6.755970e-07
80,20.90750,277905.716,40.7645,6.774009e-07
80,20.91875,277922.324,40.8007,6.792100e-07
80,20.93000,277938.887,40.8370,6.810243e-07
80,20.94125,277955.406,40.8734,6.828437e-07
80,20.95250,277971.881,40.9097,6.846684e-07
80,20.96375,277988.313,40.9462,6.864982e-07
80,20.97500,278004.700,40.9826,6.883334e-07
80,20.98625,278021.044,41.0191,6.901737e-07
80,20.99750,278037.344,41.0556,6.920194e-07
80,21.00875,278053.601,41.0922,6.938703e-07
80,21.02000,278069.814,41.1288,6.957265e-07
80,21.03125,278085.985,41.1655,6.975881e-07
80,21.04250,278102.112,41.2022,6.994550e-07
80,21.05375,278118.196,41.2389,7.013272e-07
80,21.06500,278134.237,41.2757,7.032048e-07
80,21.07625,278150.235,41.3125,7.050878e-07
80,21.08750,278166.190,41.3493,7.069762e-07
80,21.09875,278182.103,41.3862,7.088701e-07
80,21.11000,278197.973,41.4231,7.107693e-07
80,21.12125,278213.801,41.4601,7.126741e-07
80,21.13250,278229.587,41.4971,7.145842e-07
80,21.14375,278245.330,41.5342,7.164999e-07
80,21.15500,278261.032,41.5712,7.184211e-07
80,21.16625,278276.691,41.6084,7.203478e-07
80,21.17750,278292.308,41.6455,7.222801e-07
80,21.18875,278307.884,41.6828,7.242179e-07
80,21.20000,278323.418,41.7200,7.261612e-07
80,21.21125,278338.911,41.7573,7.281102e-07
80,21.22250,278354.361,41.7946,7.300648e-07
80,21.23375,278369.771,41.8320,7.320250e-07
80,21.24500,278385.139,41.8694,7.339908e-07
80,21.25625,278400.467,41.9069,7.359624e-07
80,21.26750,278415.753,41.9444,7.379396e-07
80,21.27875,278430.998,41.9819,7.399225e-07
80,21.29000,278446.202,42.0195,7.419111e-07
80,21.30125,278461.366,42.0571,7.439054e-07
80,21.31250,278476.489,42.0948,7.459055e-07
80,21.32375,278491.571,42.1325,7.479114e-07
80,21.33500,278506.613,42.1702,7.499230e-07
80,21.34625,278521.614,42.2080,7.519405e-07
80,21.35750,278536.576,42.2458,7.539638e-07
80,21.36875,278551.497,42.2837,7.559929e-07
80,21.38000,278566.378,42.3216,7.580279e-07
80,21.39125,278581.219,42.3595,7.600688e-07
80,21.40250,278596.020,42.3975,7.621156e-07
80,21.41375,278610.782,42.4355,7.641683e-07
80,21.42500,278625.504,42.4736,7.662269e-07
80,21.43625,278640.186,42.5117,7.682915e-07
80,21.44750,278654.829,42.5499,7.703620e-07
80,21.45875,278669.432,42.5881,7.724385e-07
80,21.47000,278683.997,42.6263,7.745211e-07
80,21.48125,278698.522,42.6646,7.766097e-07
80,21.49250,278713.008,42.7029,7.787043e-07
80,21.50375,278727.455,42.7413,7.808050e-07
80,21.51500,278741.863,42.7797,7.829118e-07
80,21.52625,278756.233,42.8181,7.850247e-07
80,21.53750,278770.563,42.8566,7.871437e-07
80,21.54875,278784.856,42.8952,7.892688e-07
80,21.56000,278799.109,42.9337,7.914002e-07
80,21.57125,278813.325,42.9724,7.935377e-07
80,21.58250,278827.502,43.0110,7.956814e-07
80,21.59375,278841.640,43.0497,7.978313e-07
80,21.60500,278855.741,43.0885,7.999875e-07
80,21.61625,278869.804,43.1273,8.021499e-07
80,21.62750,278883.829,43.1661,8.043186e-07
80,21.63875,278897.816,43.2050,8.064936e-07
80,21.65000,278911.765,43.2439,8.086749e-07
80,21.66125,278925.677,43.2828,8.108626e-07
80,21.67250,278939.551,43.3218,8.130566e-07
80,21.68375,278953.387,43.3609,8.152570e-07
80,21.69500,278967.187,43.4000,8.174639e-07
80,21.70625,278980.949,43.4391,8.196771e-07
80,21.71750,278994.674,43.4783,8.218968e-07
80,21.72875,279008.361,43.5175,8.241229e-07
80,21.74000,279022.012,43.5568,8.263555e-07
80,21.75125,279035.626,43.5961,8.285946e-07
80,21.76250,279049.204,43.6354,8.308403e-07
80,21.77375,279062.744,43.6748,8.330924e-07
80,21.78500,279076.248,43.7142,8.353512e-07
80,21.79625,279089.715,43.7537,8.376165e-07
80,21.80750,279103.146,43.7933,8.398884e-07
80,21.81875,279116.541,43.8328,8.421670e-07
80,21.83000,279129.899,43.8724,8.444522e-07
80,21.84125,279143.222,43.9121,8.467441e-07
80,21.85250,279156.508,43.9518,8.490427e-07
80,21.86375,279169.758,43.9915,8.513479e-07
80,21.87500,279182.972,44.0313,8.536599e-07
80,21.88625,279196.151,44.0711,8.559787e-07
80,21.89750,279209.294,44.1110,8.583042e-07
80,21.90875,279222.401,44.1509,8.606366e-07
80,21.92000,279235.473,44.1909,8.629757e-07
80,21.93125,279248.509,44.2309,8.653217e-07
80,21.94250,279261.510,44.2710,8.676745e-07
80,21.95375,279274.476,44.3111,8.700343e-07
80,21.96500,279287.406,44.3512,8.724009e-07
80,21.97625,279300.302,44.3914,8.747744e-07
80,21.98750,279313.162,44.4316,8.771549e-07
80,21.99875,279325.988,44.4719,8.795424e-07
80,22.01000,279338.778,44.5122,8.819369e-07
80,22.02125,279351.534,44.5526,8.843384e-07
80,22.03250,279364.256,44.5930,8.867469e-07
80,22.04375,279376.943,44.6334,8.891624e-07
80,22.05500,279389.595,44.6739,8.915851e-07
80,22.06625,279402.213,44.7145,8.940149e-07
80,22.07750,279414.797,44.7551,8.964517e-07
80,22.08875,279427.346,44.7957,8.988958e-07
80,22.10000,279439.861,44.8364,9.013470e-07
80,22.11125,279452.343,44.8771,9.038054e-07
80,22.12250,279464.790,44.9179,9.062710e-07
80,22.13375,279477.204,44.9587,9.087438e-07
80,22.14500,279489.583,44.9996,9.112239e-07
100,5.00000,0.000,13.3521,2.380418e-08
100,5.01125,472.606,13.3706,2.390296e-08
100,5.02250,943.259,13.3890,2.400200e-08
100,5.03375,1411.970,13.4075,2.410130e-08
100,5.04500,1878.750,13.4259,2.420086e-08
100,5.05625,2343.610,13.4443,2.430068e-08
100,5.06750,2806.560,13.4628,2.440076e-08
100,5.07875,3267.611,13.4812,2.450111e-08
100,5.09000,3726.774,13.4996,2.460172e-08
100,5.10125,4184.059,13.5181,2.470259e-08
100,5.11250,4639.476,13.5365,2.480373e-08
100,5.12375,5093.037,13.5549,2.490514e-08
100,5.13500,5544.751,13.5733,2.500681e-08
100,5.14625,5994.629,13.5917,2.510874e-08
100,5.15750,6442.680,13.6102,2.521094e-08
100,5.16875,6888.915,13.6286,2.531341e-08
100,5.18000,7333.343,13.6470,2.541615e-08
100,5.19125,7775.975,13.6654,2.551916e-08
100,5.20250,8216.820,13.6838,2.562243e-08
100,5.21375,8655.889,13.7022,2.572598e-08
100,5.22500,9093.190,13.7206,2.582979e-08
100,5.23625,9528.734,13.7390,2.593388e-08
100,5.24750,9962.529,13.7574,2.603824e-08
100,5.25875,10394.586,13.7758,2.614287e-08
100,5.27000,10824.914,13.7942,2.624777e-08
100,5.28125,11253.521,13.8126,2.635295e-08
100,5.29250,11680.419,13.8310,2.645840e-08
100,5.30375,12105.614,13.8494,2.656413e-08
100,5.31500,12529.118,13.8678,2.667013e-08
100,5.32625,12950.938,13.8862,2.677641e-08
100,5.33750,13371.084,13.9046,2.688296e-08
100,5.34875,13789.565,13.9230,2.698979e-08
100,5.36000,14206.389,13.9414,2.709690e-08
100,5.37125,14621.565,13.9598,2.720429e-08
100,5.38250,15035.103,13.9782,2.731196e-08
100,5.39375,15447.011,13.9966,2.741991e-08
100,5.40500,15857.296,14.0150,2.752813e-08
100,5.41625,16265.969,14.0334,2.763664e-08
100,5.42750,16673.038,14.0518,2.774543e-08
100,5.43875,17078.510,14.0701,2.785451e-08
100,5.45000,17482.394,14.0885,2.796386e-08
100,5.46125,17884.699,14.1069,2.807350e-08
100,5.47250,18285.433,14.1253,2.818342e-08
100,5.48375,18684.604,14.1437,2.829363e-08
100,5.49500,19082.219,14.1621,2.840413e-08
100,5.50625,19478.289,14.1805,2.851491e-08
100,5.51750,19872.819,14.1989,2.862598e-08
100,5.52875,20265.819,14.2172,2.873733e-08
100,5.54000,20657.296,14.2356,2.884897e-08
100,5.55125,21047.258,14.2540,2.896090e-08
100,5.56250,21435.712,14.2724,2.907313e-08
100,5.57375,21822.668,14.2908,2.918564e-08
100,5.58500,22208.131,14.3092,2.929844e-08
100,5.59625,22592.111,14.3276,2.941153e-08
100,5.60750,22974.614,14.3460,2.952492e-08
100,5.61875,23355.648,14.3643,2.963860e-08
100,5.63000,23735.220,14.3827,2.975257e-08
100,5.64125,24113.339,14.4011,2.986683e-08
100,5.65250,24490.011,14.4195,2.998139e-08
100,5.66375,24865.244,14.4379,3.009625e-08
100,5.67500,25239.045,14.4563,3.021140e-08
100,5.68625,25611.421,14.4747,3.032685e-08
100,5.69750,25982.379,14.4931,3.044260e-08
100,5.70875,26351.927,14.5115,3.055864e-08
100,5.72000,26720.071,14.5299,3.067499e-08
100,5.73125,27086.820,14.5483,3.079163e-08
100,5.74250,27452.179,14.5666,3.090857e-08
100,5.75375,27816.156,14.5850,3.102582e-08
100,5.76500,28178.757,14.6034,3.114336e-08
100,5.77625,28539.990,14.6218,3.126121e-08
100,5.78750,28899.860,14.6402,3.137936e-08
100,5.79875,29258.376,14.6586,3.149781e-08
100,5.81000,29615.544,14.6770,3.161657e-08
100,5.82125,29971.370,14.6954,3.173563e-08
100,5.83250,30325.861,14.7138,3.185500e-08
100,5.84375,30679.024,14.7322,3.197468e-08
100,5.85500,31030.865,14.7506,3.209466e-08
100,5.86625,31381.390,14.7690,3.221495e-08
100,5.87750,31730.607,14.7875,3.233555e-08
