sigma_max_MPa,a_mm,N_cycles,dK_MPa_sqrt_m,dadN_m_per_cyc
120,14.16875,75267.436,36.5356,4.876957e-07
120,14.18000,75290.504,36.5669,4.889519e-07
120,14.19125,75313.513,36.5983,4.902112e-07
120,14.20250,75336.462,36.6297,4.914736e-07
120,14.21375,75359.352,36.6611,4.927390e-07
120,14.22500,75382.184,36.6925,4.940076e-07
120,14.23625,75404.957,36.7240,4.952793e-07
120,14.24750,75427.671,36.7555,4.965541e-07
120,14.25875,75450.327,36.7870,4.978321e-07
120,14.27000,75472.925,36.8185,4.991132e-07
120,14.28125,75495.465,36.8501,5.003974e-07
120,14.29250,75517.947,36.8816,5.016848e-07
120,14.30375,75540.372,36.9132,5.029754e-07
120,14.31500,75562.739,36.9449,5.042692e-07
120,14.32625,75585.048,36.9765,5.055661e-07
120,14.33750,75607.300,37.0082,5.068662e-07
120,14.34875,75629.496,37.0399,5.081696e-07
120,14.36000,75651.634,37.0716,5.094761e-07
120,14.37125,75673.715,37.1033,5.107859e-07
120,14.38250,75695.740,37.1351,5.120989e-07
120,14.39375,75717.709,37.1669,5.134151e-07
120,14.40500,75739.621,37.1987,5.147346e-07
120,14.41625,75761.477,37.2305,5.160573e-07
120,14.42750,75783.277,37.2624,5.173833e-07
120,14.43875,75805.021,37.2943,5.187126e-07
120,14.45000,75826.709,37.3262,5.200451e-07
120,14.46125,75848.342,37.3581,5.213809e-07
120,14.47250,75869.919,37.3901,5.227201e-07
120,14.48375,75891.441,37.4221,5.240625e-07
120,14.49500,75912.908,37.4541,5.254082e-07
120,14.50625,75934.320,37.4861,5.267573e-07
120,14.51750,75955.677,37.5181,5.281097e-07
120,14.52875,75976.979,37.5502,5.294654e-07
120,14.54000,75998.227,37.5823,5.308245e-07
120,14.55125,76019.421,37.6145,5.321870e-07
120,14.56250,76040.560,37.6466,5.335528e-07
120,14.57375,76061.645,37.6788,5.349220e-07
120,14.58500,76082.676,37.7110,5.362946e-07
120,14.59625,76103.653,37.7432,5.376705e-07
120,14.60750,76124.577,37.7755,5.390499e-07
120,14.61875,76145.447,37.8077,5.404327e-07
120,14.63000,76166.264,37.8400,5.418189e-07
120,14.64125,76187.027,37.8723,5.432086e-07
120,14.65250,76207.737,37.9047,5.446016e-07
120,14.66375,76228.395,37.9371,5.459982e-07
120,14.67500,76248.999,37.9695,5.473982e-07
120,14.68625,76269.551,38.0019,5.488016e-07
120,14.69750,76290.050,38.0343,5.502086e-07
120,14.70875,76310.497,38.0668,5.516190e-07
120,14.72000,76330.891,38.0993,5.530329e-07
120,14.73125,76351.234,38.1318,5.544503e-07
120,14.74250,76371.524,38.1644,5.558713e-07
120,14.75375,76391.763,38.1969,5.572957e-07
120,14.76500,76411.949,38.2295,5.587237e-07
120,14.77625,76432.085,38.2622,5.601553e-07
120,14.78750,76452.168,38.2948,5.615904e-07
120,14.79875,76472.201,38.3275,5.630290e-07
120,14.81000,76492.182,38.3602,5.644712e-07
120,14.82125,76512.112,38.3929,5.659170e-07
120,14.83250,76531.991,38.4256,5.673664e-07
120,14.84375,76551.820,38.4584,5.688194e-07
120,14.85500,76571.598,38.4912,5.702761e-07
120,14.86625,76591.325,38.5240,5.717363e-07
120,14.87750,76611.002,38.5569,5.732001e-07
120,14.88875,76630.628,38.5898,5.746676e-07
120,14.90000,76650.205,38.6227,5.761388e-07
120,14.91125,76669.731,38.6556,5.776136e-07
120,14.92250,76689.208,38.6886,5.790921e-07
120,14.93375,76708.635,38.7215,5.805742e-07
120,14.94500,76728.012,38.7545,5.820601e-07
120,14.95625,76747.340,38.7876,5.835496e-07
120,14.96750,76766.619,38.8206,5.850429e-07
120,14.97875,76785.848,38.8537,5.865398e-07
120,14.99000,76805.029,38.8868,5.880405e-07
120,15.00125,76824.160,38.9200,5.895450e-07
120,15.01250,76843.242,38.9531,5.910532e-07
120,15.02375,76862.276,38.9863,5.925651e-07
120,15.03500,76881.261,39.0195,5.940808e-07
120,15.04625,76900.198,39.0528,5.956003e-07
120,15.05750,76919.087,39.0860,5.971236e-07
120,15.06875,76937.927,39.1193,5.986507e-07
120,15.08000,76956.719,39.1526,6.001816e-07
120,15.09125,76975.464,39.1860,6.017163e-07
120,15.10250,76994.160,39.2193,6.032549e-07
120,15.11375,77012.809,39.2527,6.047973e-07
120,15.12500,77031.410,39.2862,6.063435e-07
120,15.13625,77049.964,39.3196,6.078936e-07
120,15.14750,77068.471,39.3531,6.094476e-07
120,15.15875,77086.930,39.3866,6.110055e-07
120,15.17000,77105.342,39.4201,6.125672e-07
120,15.18125,77123.708,39.4537,6.141329e-07
120,15.19250,77142.026,39.4873,6.157025e-07
120,15.20375,77160.298,39.5209,6.172760e-07
120,15.21500,77178.523,39.5545,6.188534e-07
120,15.22625,77196.702,39.5882,6.204348e-07
120,15.23750,77214.834,39.6219,6.220201e-07
120,15.24875,77232.921,39.6556,6.236094e-07
120,15.26000,77250.961,39.6893,6.252027e-07
120,15.27125,77268.955,39.7231,6.268000e-07
120,15.28250,77286.903,39.7569,6.284013e-07
120,15.29375,77304.806,39.7907,6.300066e-07
120,15.30500,77322.663,39.8246,6.316159e-07
120,15.31625,77340.474,39.8584,6.332293e-07
120,15.32750,77358.240,39.8923,6.348467e-07
120,15.33875,77375.961,39.9263,6.364681e-07
120,15.35000,77393.637,39.9602,6.380937e-07
120,15.36125,77411.267,39.9942,6.397233e-07
120,15.37250,77428.853,40.0282,6.413570e-07
120,15.38375,77446.394,40.0623,6.429948e-07
120,15.39500,77463.890,40.0964,6.446367e-07
120,15.40625,77481.342,40.1305,6.462827e-07
120,15.41750,77498.749,40.1646,6.479329e-07
120,15.42875,77516.112,40.1987,6.495872e-07
120,15.44000,77533.431,40.2329,6.512456e-07
120,15.45125,77550.706,40.2671,6.529083e-07
120,15.46250,77567.936,40.3014,6.545751e-07
120,15.47375,77585.123,40.3356,6.562461e-07
120,15.48500,77602.266,40.3699,6.579213e-07
120,15.49625,77619.365,40.4042,6.596007e-07
120,15.50750,77636.421,40.4386,6.612844e-07
120,15.51875,77653.433,40.4730,6.629723e-07
120,15.53000,77670.402,40.5074,6.646644e-07
120,15.54125,77687.328,40.5418,6.663608e-07
120,15.55250,77704.211,40.5763,6.680615e-07
120,15.56375,77721.051,40.6108,6.697664e-07
120,15.57500,77737.848,40.6453,6.714757e-07
120,15.58625,77754.602,40.6798,6.731893e-07
120,15.59750,77771.313,40.7144,6.749072e-07
120,15.60875,77787.982,40.7490,6.766294e-07
120,15.62000,77804.609,40.7836,6.783559e-07
120,15.63125,77821.193,40.8183,6.800868e-07
120,15.64250,77837.735,40.8530,6.818221e-07
120,15.65375,77854.235,40.8877,6.835618e-07
120,15.66500,77870.693,40.9224,6.853059e-07
120,15.67625,77887.109,40.9572,6.870543e-07
120,15.68750,77903.483,40.9920,6.888072e-07
120,15.69875,77919.816,41.0268,6.905645e-07
120,15.71000,77936.107,41.0617,6.923262e-07
120,15.72125,77952.356,41.0966,6.940924e-07
120,15.73250,77968.564,41.1315,6.958631e-07
120,15.74375,77984.731,41.1665,6.976383e-07
120,15.75500,78000.857,41.2014,6.994179e-07
120,15.76625,78016.942,41.2364,7.012020e-07
120,15.77750,78032.986,41.2715,7.029907e-07
120,15.78875,78048.989,41.3065,7.047839e-07
120,15.80000,78064.951,41.3416,7.065816e-07
120,15.81125,78080.873,41.3767,7.083839e-07
120,15.82250,78096.754,41.4119,7.101907e-07
120,15.83375,78112.595,41.4471,7.120021e-07
120,15.84500,78128.396,41.4823,7.138181e-07
120,15.85625,78144.156,41.5175,7.156387e-07
120,15.86750,78159.876,41.5528,7.174640e-07
120,15.87875,78175.556,41.5881,7.192938e-07
120,15.89000,78191.197,41.6234,7.211283e-07
120,15.90125,78206.797,41.6588,7.229675e-07
120,15.91250,78222.358,41.6941,7.248113e-07
120,15.92375,78237.879,41.7296,7.266598e-07
120,15.93500,78253.361,41.7650,7.285130e-07
120,15.94625,78268.804,41.8005,7.303709e-07
120,15.95750,78284.207,41.8360,7.322335e-07
120,15.96875,78299.571,41.8715,7.341009e-07
120,15.98000,78314.895,41.9071,7.359730e-07
120,15.99125,78330.181,41.9427,7.378498e-07
120,16.00250,78345.428,41.9783,7.397315e-07
120,16.01375,78360.637,42.0139,7.416179e-07
120,16.02500,78375.806,42.0496,7.435091e-07
120,16.03625,78390.937,42.0853,7.454051e-07
120,16.04750,78406.030,42.1211,7.473060e-07
120,16.05875,78421.084,42.1569,7.492117e-07
120,16.07000,78436.099,42.1927,7.511223e-07
120,16.08125,78451.077,42.2285,7.530377e-07
120,16.09250,78466.016,42.2644,7.549580e-07
120,16.10375,78480.918,42.3003,7.568832e-07
120,16.11500,78495.782,42.3362,7.588133e-07
120,16.12625,78510.607,42.3721,7.607483e-07
120,16.13750,78525.395,42.4081,7.626883e-07
120,16.14875,78540.146,42.4441,7.646332e-07
120,16.16000,78554.859,42.4802,7.665830e-07
120,16.17125,78569.534,42.5163,7.685379e-07
120,16.18250,78584.173,42.5524,7.704977e-07
120,16.19375,78598.773,42.5885,7.724626e-07
120,16.20500,78613.337,42.6247,7.744324e-07
120,16.21625,78627.864,42.6609,7.764073e-07
120,16.22750,78642.354,42.6971,7.783873e-07
120,16.23875,78656.807,42.7334,7.803723e-07
120,16.25000,78671.223,42.7697,7.823623e-07
120,16.26125,78685.603,42.8060,7.843575e-07
120,16.27250,78699.945,42.8424,7.863578e-07
120,16.28375,78714.252,42.8787,7.883632e-07
120,16.29500,78728.522,42.9152,7.903737e-07
120,16.30625,78742.756,42.9516,7.923894e-07
120,16.31750,78756.953,42.9881,7.944102e-07
120,16.32875,78771.115,43.0246,7.964362e-07
120,16.34000,78785.240,43.0612,7.984674e-07
120,16.35125,78799.330,43.0977,8.005038e-07
120,16.36250,78813.383,43.1343,8.025454e-07
120,16.37375,78827.401,43.1710,8.045923e-07
120,16.38500,78841.384,43.2077,8.066444e-07
120,16.39625,78855.330,43.2444,8.087018e-07
120,16.40750,78869.241,43.2811,8.107644e-07
120,16.41875,78883.117,43.3179,8.128324e-07
120,16.43000,78896.958,43.3547,8.149056e-07
120,16.44125,78910.763,43.3915,8.169842e-07
120,16.45250,78924.533,43.4284,8.190681e-07
120,16.46375,78938.268,43.4652,8.211574e-07
120,16.47500,78951.968,43.5022,8.232520e-07
120,16.48625,78965.634,43.5391,8.253521e-07
120,16.49750,78979.264,43.5761,8.274575e-07
120,16.50875,78992.860,43.6131,8.295683e-07
120,16.52000,79006.421,43.6502,8.316846e-07
120,16.53125,79019.948,43.6873,8.338063e-07
120,16.54250,79033.440,43.7244,8.359335e-07
120,16.55375,79046.898,43.7616,8.380661e-07
120,16.56500,79060.322,43.7987,8.402043e-07
120,16.57625,79073.712,43.8360,8.423479e-07
120,16.58750,79087.067,43.8732,8.444971e-07
120,16.59875,79100.389,43.9105,8.466518e-07
120,16.61000,79113.677,43.9478,8.488121e-07
120,16.62125,79126.930,43.9852,8.509779e-07
120,16.63250,79140.150,44.0225,8.531493e-07
120,16.64375,79153.337,44.0599,8.553264e-07
120,16.65500,79166.490,44.0974,8.575090e-07
120,16.66625,79179.609,44.1349,8.596973e-07
120,16.67750,79192.695,44.1724,8.618912e-07
120,16.68875,79205.748,44.2099,8.640908e-07
120,16.70000,79218.767,44.2475,8.662961e-07
120,16.71125,79231.754,44.2851,8.685070e-07
120,16.72250,79244.707,44.3228,8.707237e-07
120,16.73375,79257.627,44.3604,8.729461e-07
120,16.74500,79270.515,44.3981,8.751743e-07
120,16.75625,79283.369,44.4359,8.774082e-07
120,16.76750,79296.191,44.4737,8.796479e-07
120,16.77875,79308.980,44.5115,8.818934e-07
120,16.79000,79321.737,44.5493,8.841447e-07
120,16.80125,79334.461,44.5872,8.864019e-07
120,16.81250,79347.153,44.6251,8.886649e-07
120,16.82375,79359.812,44.6631,8.909337e-07
120,16.83500,79372.439,44.7010,8.932085e-07
120,16.84625,79385.034,44.7391,8.954891e-07
120,16.85750,79397.597,44.7771,8.977756e-07
120,16.86875,79410.128,44.8152,9.000681e-07
120,16.88000,79422.627,44.8533,9.023665e-07
120,16.89125,79435.095,44.8914,9.046709e-07
120,16.90250,79447.530,44.9296,9.069812e-07
120,16.91375,79459.934,44.9678,9.092976e-07
140,5.00000,0.000,18.6930,6.531867e-08
140,5.01125,172.233,18.7188,6.558972e-08
140,5.02250,343.753,18.7446,6.586148e-08
140,5.03375,514.566,18.7705,6.613396e-08
140,5.04500,684.676,18.7963,6.640715e-08
140,5.05625,854.085,18.8221,6.668106e-08
140,5.06750,1022.799,18.8479,6.695570e-08
140,5.07875,1190.820,18.8737,6.723105e-08
140,5.09000,1358.154,18.8995,6.750712e-08
140,5.10125,1524.803,18.9253,6.778392e-08
140,5.11250,1690.771,18.9511,6.806144e-08
140,5.12375,1856.063,18.9769,6.833969e-08
140,5.13500,2020.682,19.0026,6.861867e-08
140,5.14625,2184.631,19.0284,6.889838e-08
140,5.15750,2347.915,19.0542,6.917883e-08
140,5.16875,2510.537,19.0800,6.946000e-08
140,5.18000,2672.501,19.1058,6.974191e-08
140,5.19125,2833.810,19.1315,7.002456e-08
140,5.20250,2994.468,19.1573,7.030795e-08
140,5.21375,3154.478,19.1831,7.059208e-08
140,5.22500,3313.845,19.2089,7.087695e-08
140,5.23625,3472.571,19.2346,7.116257e-08
140,5.24750,3630.659,19.2604,7.144893e-08
140,5.25875,3788.114,19.2862,7.173603e-08
140,5.27000,3944.939,19.3119,7.202389e-08
140,5.28125,4101.138,19.3377,7.231250e-08
140,5.29250,4256.712,19.3634,7.260186e-08
140,5.30375,4411.667,19.3892,7.289197e-08
140,5.31500,4566.005,19.4150,7.318284e-08
140,5.32625,4719.730,19.4407,7.347446e-08
140,5.33750,4872.844,19.4665,7.376685e-08
140,5.34875,5025.352,19.4922,7.406000e-08
140,5.36000,5177.255,19.5180,7.435390e-08
140,5.37125,5328.559,19.5437,7.464858e-08
140,5.38250,5479.265,19.5695,7.494402e-08
140,5.39375,5629.377,19.5952,7.524022e-08
140,5.40500,5778.898,19.6210,7.553720e-08
140,5.41625,5927.831,19.6467,7.583495e-08
140,5.42750,6076.180,19.6725,7.613347e-08
140,5.43875,6223.947,19.6982,7.643276e-08
140,5.45000,6371.135,19.7239,7.673284e-08
140,5.46125,6517.747,19.7497,7.703369e-08
140,5.47250,6663.787,19.7754,7.733532e-08
140,5.48375,6809.258,19.8012,7.763773e-08
140,5.49500,6954.162,19.8269,7.794093e-08
140,5.50625,7098.502,19.8527,7.824491e-08
140,5.51750,7242.281,19.8784,7.854968e-08
140,5.52875,7385.503,19.9041,7.885523e-08
140,5.54000,7528.169,19.9299,7.916158e-08
140,5.55125,7670.283,19.9556,7.946872e-08
140,5.56250,7811.849,19.9814,7.977666e-08
140,5.57375,7952.867,20.0071,8.008539e-08
140,5.58500,8093.342,20.0329,8.039492e-08
140,5.59625,8233.277,20.0586,8.070524e-08
140,5.60750,8372.673,20.0843,8.101637e-08
140,5.61875,8511.533,20.1101,8.132831e-08
140,5.63000,8649.862,20.1358,8.164105e-08
140,5.64125,8787.660,20.1616,8.195459e-08
140,5.65250,8924.931,20.1873,8.226895e-08
140,5.66375,9061.678,20.2131,8.258411e-08
140,5.67500,9197.903,20.2388,8.290009e-08
140,5.68625,9333.608,20.2646,8.321688e-08
140,5.69750,9468.797,20.2903,8.353449e-08
140,5.70875,9603.472,20.3161,8.385291e-08
140,5.72000,9737.635,20.3418,8.417216e-08
140,5.73125,9871.290,20.3676,8.449223e-08
140,5.74250,10004.438,20.3933,8.481312e-08
140,5.75375,10137.083,20.4191,8.513484e-08
140,5.76500,10269.226,20.4448,8.545738e-08
140,5.77625,10400.871,20.4706,8.578076e-08
140,5.78750,10532.019,20.4963,8.610496e-08
140,5.79875,10662.674,20.5221,8.643000e-08
140,5.81000,10792.837,20.5478,8.675587e-08
140,5.82125,10922.511,20.5736,8.708258e-08
140,5.83250,11051.699,20.5994,8.741013e-08
140,5.84375,11180.402,20.6251,8.773852e-08
140,5.85500,11308.624,20.6509,8.806775e-08
140,5.86625,11436.367,20.6767,8.839783e-08
140,5.87750,11563.632,20.7024,8.872875e-08
140,5.88875,11690.423,20.7282,8.906052e-08
140,5.90000,11816.742,20.7540,8.939314e-08
140,5.91125,11942.590,20.7798,8.972661e-08
140,5.92250,12067.971,20.8055,9.006094e-08
140,5.93375,12192.887,20.8313,9.039612e-08
140,5.94500,12317.339,20.8571,9.073216e-08
140,5.95625,12441.330,20.8829,9.106907e-08
140,5.96750,12564.863,20.9087,9.140683e-08
140,5.97875,12687.939,20.9344,9.174546e-08
140,5.99000,12810.561,20.9602,9.208495e-08
140,6.00125,12932.731,20.9860,9.242531e-08
140,6.01250,13054.451,21.0118,9.276654e-08
140,6.02375,13175.723,21.0376,9.310864e-08
140,6.03500,13296.549,21.0634,9.345162e-08
140,6.04625,13416.933,21.0892,9.379547e-08
140,6.05750,13536.874,21.1150,9.414020e-08
140,6.06875,13656.377,21.1408,9.448581e-08
140,6.08000,13775.442,21.1666,9.483230e-08
140,6.09125,13894.073,21.1925,9.517967e-08
140,6.10250,14012.270,21.2183,9.552793e-08
140,6.11375,14130.037,21.2441,9.587708e-08
140,6.12500,14247.375,21.2699,9.622712e-08
140,6.13625,14364.286,21.2957,9.657805e-08
140,6.14750,14480.772,21.3216,9.692987e-08
140,6.15875,14596.835,21.3474,9.728259e-08
140,6.17000,14712.478,21.3732,9.763620e-08
140,6.18125,14827.701,21.3991,9.799072e-08
140,6.19250,14942.508,21.4249,9.834614e-08
140,6.20375,15056.900,21.4508,9.870246e-08
140,6.21500,15170.879,21.4766,9.905969e-08
140,6.22625,15284.447,21.5025,9.941782e-08
140,6.23750,15397.606,21.5283,9.977687e-08
140,6.24875,15510.357,21.5542,1.001368e-07
140,6.26000,15622.703,21.5800,1.004977e-07
140,6.27125,15734.646,21.6059,1.008595e-07
140,6.28250,15846.188,21.6318,1.012222e-07
140,6.29375,15957.329,21.6576,1.015858e-07
140,6.30500,16068.073,21.6835,1.019504e-07
140,6.31625,16178.421,21.7094,1.023159e-07
140,6.32750,16288.374,21.7353,1.026823e-07
140,6.33875,16397.936,21.7612,1.030496e-07
140,6.35000,16507.106,21.7871,1.034179e-07
140,6.36125,16615.888,21.8129,1.037871e-07
140,6.37250,16724.283,21.8388,1.041572e-07
140,6.38375,16832.293,21.8648,1.045283e-07
140,6.39500,16939.920,21.8907,1.049003e-07
140,6.40625,17047.164,21.9166,1.052732e-07
140,6.41750,17154.029,21.9425,1.056471e-07
140,6.42875,17260.516,21.9684,1.060219e-07
140,6.44000,17366.626,21.9943,1.063977e-07
140,6.45125,17472.361,22.0203,1.067745e-07
140,6.46250,17577.724,22.0462,1.071522e-07
140,6.47375,17682.714,22.0721,1.075308e-07
140,6.48500,17787.336,22.0981,1.079104e-07
140,6.49625,17891.589,22.1240,1.082910e-07
140,6.50750,17995.476,22.1500,1.086725e-07
140,6.51875,18098.998,22.1759,1.090550e-07
140,6.53000,18202.157,22.2019,1.094384e-07
140,6.54125,18304.954,22.2279,1.098228e-07
140,6.55250,18407.392,22.2538,1.102082e-07
140,6.56375,18509.471,22.2798,1.105946e-07
140,6.57500,18611.194,22.3058,1.109819e-07
140,6.58625,18712.562,22.3318,1.113702e-07
140,6.59750,18813.576,22.3578,1.117595e-07
140,6.60875,18914.239,22.3837,1.121498e-07
140,6.62000,19014.551,22.4097,1.125411e-07
140,6.63125,19114.515,22.4358,1.129333e-07
140,6.64250,19214.131,22.4618,1.133265e-07
140,6.65375,19313.402,22.4878,1.137207e-07
140,6.66500,19412.328,22.5138,1.141160e-07
140,6.67625,19510.912,22.5398,1.145122e-07
140,6.68750,19609.155,22.5659,1.149094e-07
140,6.69875,19707.058,22.5919,1.153076e-07
140,6.71000,19804.623,22.6179,1.157068e-07
140,6.72125,19901.852,22.6440,1.161070e-07
140,6.73250,19998.745,22.6700,1.165082e-07
140,6.74375,20095.305,22.6961,1.169104e-07
140,6.75500,20191.533,22.7222,1.173136e-07
140,6.76625,20287.430,22.7482,1.177179e-07
140,6.77750,20382.997,22.7743,1.181231e-07
140,6.78875,20478.237,22.8004,1.185294e-07
140,6.80000,20573.150,22.8265,1.189367e-07
140,6.81125,20667.738,22.8526,1.193450e-07
140,6.82250,20762.002,22.8787,1.197543e-07
140,6.83375,20855.945,22.9048,1.201647e-07
140,6.84500,20949.566,22.9309,1.205761e-07
140,6.85625,21042.868,22.9570,1.209885e-07
140,6.86750,21135.852,22.9831,1.214020e-07
140,6.87875,21228.520,23.0092,1.218165e-07
140,6.89000,21320.872,23.0354,1.222320e-07
140,6.90125,21412.910,23.0615,1.226486e-07
140,6.91250,21504.635,23.0876,1.230662e-07
140,6.92375,21596.050,23.1138,1.234849e-07
140,6.93500,21687.154,23.1400,1.239046e-07
140,6.94625,21777.949,23.1661,1.243253e-07
140,6.95750,21868.438,23.1923,1.247472e-07
140,6.96875,21958.620,23.2185,1.251700e-07
140,6.98000,22048.498,23.2446,1.255939e-07
140,6.99125,22138.072,23.2708,1.260189e-07
140,7.00250,22227.345,23.2970,1.264450e-07
140,7.01375,22316.316,23.3232,1.268721e-07
140,7.02500,22404.988,23.3494,1.273003e-07
140,7.03625,22493.362,23.3757,1.277295e-07
140,7.04750,22581.439,23.4019,1.281598e-07
140,7.05875,22669.220,23.4281,1.285912e-07
140,7.07000,22756.706,23.4543,1.290237e-07
140,7.08125,22843.899,23.4806,1.294573e-07
140,7.09250,22930.801,23.5068,1.298919e-07
140,7.10375,23017.411,23.5331,1.303276e-07
140,7.11500,23103.732,23.5593,1.307644e-07
140,7.12625,23189.765,23.5856,1.312023e-07
140,7.13750,23275.510,23.6119,1.316413e-07
140,7.14875,23360.970,23.6382,1.320813e-07
140,7.16000,23446.145,23.6645,1.325225e-07
140,7.17125,23531.036,23.6908,1.329648e-07
140,7.18250,23615.645,23.7171,1.334082e-07
140,7.19375,23699.972,23.7434,1.338526e-07
140,7.20500,23784.020,23.7697,1.342982e-07
140,7.21625,23867.789,23.7960,1.347449e-07
140,7.22750,23951.280,23.8223,1.351927e-07
140,7.23875,24034.494,23.8487,1.356416e-07
140,7.25000,24117.434,23.8750,1.360917e-07
140,7.26125,24200.098,23.9014,1.365428e-07
140,7.27250,24282.490,23.9277,1.369951e-07
140,7.28375,24364.610,23.9541,1.374485e-07
140,7.29500,24446.459,23.9805,1.379030e-07
140,7.30625,24528.038,24.0069,1.383587e-07
140,7.31750,24609.348,24.0333,1.388154e-07
140,7.32875,24690.391,24.0597,1.392734e-07
140,7.34000,24771.167,24.0861,1.397324e-07
140,7.35125,24851.678,24.1125,1.401926e-07
140,7.36250,24931.925,24.1389,1.406540e-07
140,7.37375,25011.909,24.1653,1.411164e-07
140,7.38500,25091.630,24.1918,1.415801e-07
140,7.39625,25171.090,24.2182,1.420448e-07
140,7.40750,25250.291,24.2446,1.425108e-07
140,7.41875,25329.232,24.2711,1.429779e-07
140,7.43000,25407.916,24.2976,1.434461e-07
140,7.44125,25486.342,24.3240,1.439155e-07
140,7.45250,25564.513,24.3505,1.443861e-07
140,7.46375,25642.429,24.3770,1.448578e-07
140,7.47500,25720.092,24.4035,1.453307e-07
140,7.48625,25797.501,24.4300,1.458048e-07
140,7.49750,25874.659,24.4565,1.462800e-07
140,7.50875,25951.567,24.4831,1.467565e-07
140,7.52000,26028.224,24.5096,1.472341e-07
140,7.53125,26104.633,24.5361,1.477129e-07
140,7.54250,26180.794,24.5627,1.481928e-07
140,7.55375,26256.709,24.5892,1.486740e-07
140,7.56500,26332.378,24.6158,1.491563e-07
140,7.57625,26407.802,24.6424,1.496399e-07
140,7.58750,26482.983,24.6689,1.501246e-07
140,7.59875,26557.920,24.6955,1.506105e-07
140,7.61000,26632.616,24.7221,1.510977e-07
140,7.62125,26707.072,24.7487,1.515860e-07
140,7.63250,26781.287,24.7753,1.520755e-07
140,7.64375,26855.263,24.8020,1.525663e-07
140,7.65500,26929.002,24.8286,1.530582e-07
140,7.66625,27002.503,24.8552,1.535514e-07
140,7.67750,27075.769,24.8819,1.540458e-07
140,7.68875,27148.799,24.9085,1.545414e-07
140,7.70000,27221.595,24.9352,1.550382e-07
140,7.71125,27294.158,24.9619,1.555363e-07
140,7.72250,27366.488,24.9886,1.560356e-07
140,7.73375,27438.587,25.0152,1.565361e-07
140,7.74500,27510.455,25.0419,1.570379e-07
140,7.75625,27582.094,25.0687,1.575408e-07
140,7.76750,27653.504,25.0954,1.580451e-07
140,7.77875,27724.686,25.1221,1.585505e-07
140,7.79000,27795.642,25.1488,1.590573e-07
140,7.80125,27866.371,25.1756,1.595652e-07
140,7.81250,27936.875,25.2023,1.600744e-07
140,7.82375,28007.155,25.2291,1.605849e-07
140,7.83500,28077.211,25.2559,1.610966e-07
140,7.84625,28147.045,25.2826,1.616096e-07
140,7.85750,28216.657,25.3094,1.621239e-07
140,7.86875,28286.049,25.3362,1.626394e-07
140,7.88000,28355.220,25.3630,1.631561e-07
140,7.89125,28424.172,25.3898,1.636742e-07
140,7.90250,28492.906,25.4167,1.641935e-07
140,7.91375,28561.423,25.4435,1.647141e-07
140,7.92500,28629.723,25.4703,1.652360e-07
140,7.93625,28697.808,25.4972,1.657591e-07
140,7.94750,28765.677,25.5241,1.662836e-07
140,7.95875,28833.333,25.5509,1.668093e-07
140,7.97000,28900.775,25.5778,1.673363e-07
140,7.98125,28968.005,25.6047,1.678647e-07
140,7.99250,29035.023,25.6316,1.683943e-07
140,8.00375,29101.831,25.6585,1.689252e-07
140,8.01500,29168.428,25.6854,1.694574e-07
140,8.02625,29234.817,25.7124,1.699909e-07
140,8.03750,29300.997,25.7393,1.705258e-07
140,8.04875,29366.969,25.7662,1.710619e-07
140,8.06000,29432.735,25.7932,1.715994e-07
140,8.07125,29498.294,25.8202,1.721381e-07
140,8.08250,29563.649,25.8471,1.726782e-07
140,8.09375,29628.799,25.8741,1.732197e-07
140,8.10500,29693.745,25.9011,1.737624e-07
140,8.11625,29758.489,25.9281,1.743065e-07
140,8.12750,29823.031,25.9551,1.748519e-07
140,8.13875,29887.371,25.9822,1.753986e-07
140,8.15000,29951.510,26.0092,1.759467e-07
140,8.16125,30015.450,26.0362,1.764961e-07
140,8.17250,30079.191,26.0633,1.770469e-07
140,8.18375,30142.733,26.0904,1.775990e-07
140,8.19500,30206.078,26.1174,1.781525e-07
140,8.20625,30269.226,26.1445,1.787073e-07
140,8.21750,30332.179,26.1716,1.792635e-07
140,8.22875,30394.935,26.1987,1.798210e-07
140,8.24000,30457.498,26.2258,1.803800e-07
140,8.25125,30519.866,26.2530,1.809402e-07
140,8.26250,30582.041,26.2801,1.815019e-07
140,8.27375,30644.024,26.3072,1.820649e-07
140,8.28500,30705.815,26.3344,1.826293e-07
140,8.29625,30767.415,26.3616,1.831950e-07
140,8.30750,30828.825,26.3887,1.837622e-07
140,8.31875,30890.046,26.4159,1.843307e-07
140,8.33000,30951.077,26.4431,1.849007e-07
140,8.34125,31011.921,26.4703,1.854720e-07
140,8.35250,31072.577,26.4976,1.860447e-07
140,8.36375,31133.046,26.5248,1.866188e-07
140,8.37500,31193.330,26.5520,1.871943e-07
140,8.38625,31253.427,26.5793,1.877712e-07
140,8.39750,31313.341,26.6065,1.883495e-07
140,8.40875,31373.070,26.6338,1.889293e-07
140,8.42000,31432.616,26.6611,1.895104e-07
140,8.43125,31491.980,26.6884,1.900930e-07
140,8.44250,31551.161,26.7157,1.906770e-07
140,8.45375,31610.162,26.7430,1.912624e-07
140,8.46500,31668.981,26.7703,1.918492e-07
140,8.47625,31727.621,26.7976,1.924375e-07
140,8.48750,31786.082,26.8250,1.930272e-07
140,8.49875,31844.364,26.8523,1.936183e-07
140,8.51000,31902.468,26.8797,1.942109e-07
